Date,Name,Year,Letterboxd URI,Rating
2024-02-02,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/29eY,4
2024-02-03,Hitchcock,2012,https://boxd.it/3LDa,3
2024-02-03,A Clockwork Orange,1971,https://boxd.it/2aVE,5
2024-02-12,Charade,1963,https://boxd.it/23O2,4.5
2024-02-13,Lost Highway,1997,https://boxd.it/29Wc,3.5
2024-02-15,World on a Wire,1973,https://boxd.it/B9me,5
2024-02-15,Life of Brian,1979,https://boxd.it/2a4q,3.5
2024-02-16,Prince of Darkness,1987,https://boxd.it/1ZKq,3.5
2024-02-16,In the Mouth of Madness,1994,https://boxd.it/26vi,4
2024-02-16,The Hobbit: An Unexpected Journey,2012,https://boxd.it/GZk,4
2024-02-16,Incendies,2010,https://boxd.it/Msm,4
2024-02-16,Dune,2021,https://boxd.it/fA7G,3.5
2024-02-17,The Lobster,2015,https://boxd.it/7tnw,3
2024-02-17,The Favourite,2018,https://boxd.it/d2hI,3.5
2024-02-17,Paths of Glory,1957,https://boxd.it/29b6,4.5
2024-02-19,Heaven Knows What,2014,https://boxd.it/8P1a,3
2024-02-26,Alphaville,1965,https://boxd.it/20AG,3.5
2024-02-27,The Zone of Interest,2023,https://boxd.it/gJsA,4
2024-02-29,Inglourious Basterds,2009,https://boxd.it/1JzG,5
2024-03-05,Spaceman,2024,https://boxd.it/nC20,3
2024-03-05,Shin Godzilla,2016,https://boxd.it/a9lm,3.5
2024-03-07,Spellbound,1945,https://boxd.it/24Ji,4
2024-03-20,Pi,1998,https://boxd.it/2ajq,3.5
2024-03-21,Dune: Part Two,2024,https://boxd.it/pUfA,4.5
2024-03-28,I Saw the Devil,2010,https://boxd.it/FaK,3.5
2024-03-29,Porta dos Fundos: Contrato Vitalício,2016,https://boxd.it/dNtG,2.5
2024-03-29,The Nice Guys,2016,https://boxd.it/94Hg,4
2024-04-01,Long Day's Journey Into Night,2018,https://boxd.it/hw1I,4.5
2024-04-01,Burning,2018,https://boxd.it/hHUa,3
2024-04-05,Hard Labor,2011,https://boxd.it/3km2,3.5
2024-04-08,Reservoir Dogs,1992,https://boxd.it/2agc,3
2024-04-20,Late Night with the Devil,2023,https://boxd.it/zo6G,3.5
2024-04-21,"Paris, Texas",1984,https://boxd.it/29Ts,4
2024-04-21,Perfect Days,2023,https://boxd.it/ATh8,4
2024-04-22,Fargo,1996,https://boxd.it/2aHM,3
2024-04-26,Monkey Man,2024,https://boxd.it/kvsO,3.5
2024-05-04,The Room,2003,https://boxd.it/1ICY,0.5
2024-05-04,The Disaster Artist,2017,https://boxd.it/cTqc,4
2024-05-06,The House That Jack Built,2018,https://boxd.it/dWO4,4
2024-05-07,Django Unchained,2012,https://boxd.it/2cCk,4.5
2024-05-08,Mean Streets,1973,https://boxd.it/2aSU,3
2024-05-10,The Devils,1971,https://boxd.it/1inI,4
2024-05-11,Full Metal Jacket,1987,https://boxd.it/2a1Q,3.5
2024-05-14,Killer's Kiss,1955,https://boxd.it/1Xcc,3.5
2024-05-16,Shadow of a Doubt,1943,https://boxd.it/1BtA,3.5
2024-05-19,The Maltese Falcon,1941,https://boxd.it/29c4,3.5
2024-05-20,Sunset Boulevard,1950,https://boxd.it/2a20,4
2024-05-21,The Apartment,1960,https://boxd.it/2aGE,5
2024-05-21,The Hateful Eight,2015,https://boxd.it/8gw8,4.5
2024-05-23,The Cabinet of Dr. Caligari,1920,https://boxd.it/2aOo,5
2024-05-23,Barbie,2023,https://boxd.it/bCLK,3
2024-05-27,Persona,1966,https://boxd.it/29B4,3.5
2024-05-27,Solaris,1972,https://boxd.it/2a2Y,4
2024-05-28,Laura,1944,https://boxd.it/27Oq,4.5
2024-05-28,The Revenant,2015,https://boxd.it/8H5e,3.5
2024-06-02,The Third Man,1949,https://boxd.it/294E,5
2024-06-15,Green Room,2015,https://boxd.it/a75m,3.5
2024-06-15,A Quiet Place,2018,https://boxd.it/fVJQ,3
2024-06-16,I Saw the TV Glow,2024,https://boxd.it/woVe,4
2024-06-18,Close Encounters of the Third Kind,1977,https://boxd.it/29u8,4
2024-06-19,Blade Runner 2049,2017,https://boxd.it/b8wK,4
2024-06-19,Problemista,2023,https://boxd.it/waGO,3.5
2024-06-28,Jurassic Park,1993,https://boxd.it/2aA2,3.5
2024-06-29,In a Violent Nature,2024,https://boxd.it/K5eI,4
2024-06-30,Circle,2015,https://boxd.it/b5So,1
2024-06-30,Raiders of the Lost Ark,1981,https://boxd.it/2bbs,3.5
2024-07-01,Friday the 13th,1980,https://boxd.it/24fs,3
2024-07-01,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,https://boxd.it/1XiE,3
2024-07-02,A Nightmare on Elm Street,1984,https://boxd.it/2aw0,4.5
2024-07-02,A Nightmare on Elm Street 3: Dream Warriors,1987,https://boxd.it/1X9W,2
2024-07-03,Wes Craven's New Nightmare,1994,https://boxd.it/1TsU,3
2024-07-03,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/29QS,4
2024-07-04,Evil Dead,2013,https://boxd.it/3GPq,4
2024-07-05,Inside,2023,https://boxd.it/AagY,1.5
2024-07-06,The Devil's Bath,2024,https://boxd.it/z7to,4
2024-07-09,Blow Out,1981,https://boxd.it/1TlE,4.5
2024-07-09,Body Double,1984,https://boxd.it/1TGW,3.5
2024-07-09,The House of the Devil,2009,https://boxd.it/1uIe,4
2024-07-09,Dressed to Kill,1980,https://boxd.it/1UO8,3.5
2024-07-09,Phantom of the Paradise,1974,https://boxd.it/1s34,4
2024-07-09,The Conversation,1974,https://boxd.it/2a38,4.5
2024-07-09,Some Kind of Heaven,2020,https://boxd.it/nH7Y,3.5
2024-07-10,Studio 666,2022,https://boxd.it/xPEw,2.5
2024-07-11,Ren Faire,2024,https://boxd.it/MsUc,4
2024-07-11,The Master,2012,https://boxd.it/2cBG,3
2024-07-14,Inherent Vice,2014,https://boxd.it/5hla,3.5
2024-07-14,There Will Be Blood,2007,https://boxd.it/20Z2,4
2024-07-15,The 400 Blows,1959,https://boxd.it/2b1C,5
2024-07-18,SPERMWORLD,2024,https://boxd.it/IE5C,4
2024-07-23,Kaili Blues,2015,https://boxd.it/cksW,3.5
2024-07-24,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO,4.5
2024-07-24,The Fog,1980,https://boxd.it/29Cc,3.5
2024-07-24,Christine,1983,https://boxd.it/1ZRQ,4
2024-07-26,Rush,2013,https://boxd.it/3lyS,4
2024-07-28,Battle Royale,2000,https://boxd.it/25zS,3
2024-08-03,Titane,2021,https://boxd.it/nlQC,3.5
2024-08-07,Chime,2024,https://boxd.it/KiS2,3
2024-08-07,Shin Kamen Rider,2023,https://boxd.it/uDlw,4
2024-08-10,Exhuma,2024,https://boxd.it/vCu0,4
2024-08-11,Uncut Gems,2019,https://boxd.it/gXGc,4.5
2024-08-15,Ran,1985,https://boxd.it/1Tlu,4
2024-08-18,Dreams,1990,https://boxd.it/1ROu,4
2024-08-18,Memories of Murder,2003,https://boxd.it/1TSo,4.5
2024-08-19,Alien: Romulus,2024,https://boxd.it/zGqO,4
2024-08-25,Prometheus,2012,https://boxd.it/2s9e,3
2024-08-25,Alien: Covenant,2017,https://boxd.it/49UY,3.5
2024-08-26,Bramayugam,2024,https://boxd.it/Iekc,4.5
2024-09-01,Longlegs,2024,https://boxd.it/KzLM,4
2024-09-05,Where the Sidewalk Ends,1950,https://boxd.it/1IYq,4
2024-09-07,The Lady Vanishes,1938,https://boxd.it/29ea,3.5
2024-09-07,Stage Fright,1950,https://boxd.it/27Is,3
2024-09-08,Bunny Lake Is Missing,1965,https://boxd.it/27NW,4.5
2024-09-09,Anatomy of a Murder,1959,https://boxd.it/2baa,4
2024-09-15,Force Majeure,2014,https://boxd.it/7UcA,3.5
2024-09-16,Manhattan,1979,https://boxd.it/29Na,3.5
2024-09-16,The Purple Rose of Cairo,1985,https://boxd.it/1VeU,4
2024-09-19,First Reformed,2017,https://boxd.it/go9C,4.5
2024-09-23,The Shaggy D.A.,1976,https://boxd.it/1LaI,1
2024-09-29,The Substance,2024,https://boxd.it/zanS,4
2024-09-29,Manhattan Murder Mystery,1993,https://boxd.it/1Wg8,3.5
2024-10-05,Apartment 7A,2024,https://boxd.it/uock,3
2024-10-05,Evil Dead II,1987,https://boxd.it/29Ge,4
2024-10-06,The Omen,1976,https://boxd.it/29By,3.5
2024-10-06,The First Omen,2024,https://boxd.it/fx08,4
2024-10-08,Beyond the Infinite Two Minutes,2020,https://boxd.it/ujVk,4.5
2024-10-09,River,2023,https://boxd.it/H1sK,3.5
2024-10-10,Interview with the Vampire,1994,https://boxd.it/29XO,4
2024-10-10,The Platform 2,2024,https://boxd.it/Gz88,1.5
2024-10-10,What We Do in the Shadows,2014,https://boxd.it/7eQy,5
2024-10-10,Death Note,2017,https://boxd.it/bOS4,0.5
2024-10-10,Tour de Pharmacy,2017,https://boxd.it/gnxS,4
2024-10-10,7 Days in Hell,2015,https://boxd.it/8VZ6,3.5
2024-10-12,Westworld,1973,https://boxd.it/26RS,4
2024-10-13,The Andromeda Strain,1971,https://boxd.it/1W4Q,4.5
2024-10-13,Planet of the Apes,1968,https://boxd.it/29p8,3.5
2024-10-14,Ikarie XB 1,1963,https://boxd.it/1EzG,3
2024-10-14,Dark City,1998,https://boxd.it/26uk,3.5
2024-10-19,Oppenheimer,2023,https://boxd.it/wUow,3.5
2024-10-19,Ace in the Hole,1951,https://boxd.it/1vXk,4
2024-10-20,Some Like It Hot,1959,https://boxd.it/2aNA,5
2024-10-22,Uzumaki,2024,https://boxd.it/nimO,2.5
2024-10-22,Foreign Correspondent,1940,https://boxd.it/1vlA,4
2024-10-24,Don't Look Up,2021,https://boxd.it/o0Hc,2
2024-10-24,The Lives of Others,2006,https://boxd.it/2a4A,4.5
2024-10-24,Caché,2005,https://boxd.it/2amY,4.5
2024-10-25,Casino,1995,https://boxd.it/2ads,5
2024-10-26,Shutter Island,2010,https://boxd.it/1U82,4
2024-10-26,Killers of the Flower Moon,2023,https://boxd.it/gHp0,4.5
2024-10-26,The Discreet Charm of the Bourgeoisie,1972,https://boxd.it/2440,3
2024-10-28,GoodFellas,1990,https://boxd.it/29FA,4
2024-11-09,Network,1976,https://boxd.it/1VqG,4
2024-11-09,Let the Right One In,2008,https://boxd.it/1Qr0,3.5
2024-11-10,"The Good, the Bad and the Ugly",1966,https://boxd.it/2ape,4.5
2024-11-10,For a Few Dollars More,1965,https://boxd.it/29eu,4
2024-11-11,A Fistful of Dollars,1964,https://boxd.it/2auo,3.5
2024-11-14,Martin,1977,https://boxd.it/1tJ6,3.5
2024-11-15,Picnic at Hanging Rock,1975,https://boxd.it/1UQe,4
2024-11-17,A Different Man,2024,https://boxd.it/BoEC,4
2024-11-19,Star Wars,1977,https://boxd.it/72s,4.5
2024-11-19,Rogue One: A Star Wars Story,2016,https://boxd.it/aPvy,3.5
2024-11-20,Star Wars: The Force Awakens,2015,https://boxd.it/4vru,2
2024-11-20,Star Wars: The Last Jedi,2017,https://boxd.it/5xme,3
2024-11-20,Star Wars: The Rise of Skywalker,2019,https://boxd.it/5xlK,2.5
2024-11-21,Halloween III: Season of the Witch,1982,https://boxd.it/1VFc,3
2024-11-21,Halloween II,1981,https://boxd.it/1UeE,3.5
2024-11-21,The Last Voyage of the Demeter,2023,https://boxd.it/nzTq,2.5
2024-11-24,I'm Still Here,2024,https://boxd.it/BPEO,4.5
2024-11-24,Megalopolis,2024,https://boxd.it/lPBS,2.5
2024-11-25,The Thirteenth Floor,1999,https://boxd.it/294Y,3.5
2024-11-26,Nightcrawler,2014,https://boxd.it/780m,3.5
2024-11-27,Midsommar,2019,https://boxd.it/jhxe,4
2024-11-27,Creepy,2016,https://boxd.it/dfd0,4.5
2024-11-27,Impetigore,2019,https://boxd.it/l1fs,4
2024-11-28,Interstellar,2014,https://boxd.it/4VZ8,4
2024-11-29,The Red Light Bandit,1968,https://boxd.it/5ESQ,3.5
2024-11-30,Faust,1926,https://boxd.it/1Vxi,4.5
2024-12-03,Death Proof,2007,https://boxd.it/27GG,3.5
2024-12-03,Conclave,2024,https://boxd.it/AO8q,4
2024-12-05,In a Lonely Place,1950,https://boxd.it/1JgO,3.5
2024-12-05,Casablanca,1942,https://boxd.it/2aG0,4
2024-12-08,The Lord of the Rings: The War of the Rohirrim,2024,https://boxd.it/vDNs,3.5
2024-12-10,Dracula,1979,https://boxd.it/1fk2,4
2024-12-11,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2bb8,2.5
2024-12-11,Indiana Jones and the Last Crusade,1989,https://boxd.it/2baO,3
2024-12-11,Seven Samurai,1954,https://boxd.it/2axi,4
2024-12-12,Ed Wood,1994,https://boxd.it/2adM,4.5
2024-12-27,Pulse,2001,https://boxd.it/1s3y,3.5
2025-01-03,Sherlock Jr.,1924,https://boxd.it/298m,4
2025-01-04,Nosferatu,2024,https://boxd.it/f5eG,4.5
2025-01-04,Ghost in the Shell,1995,https://boxd.it/1YYc,4
2025-01-05,Akira,1988,https://boxd.it/2b1i,3.5
2025-01-06,Suspicion,1941,https://boxd.it/1TNo,3.5
2025-01-06,Marnie,1964,https://boxd.it/2afe,3
2025-01-08,I Confess,1953,https://boxd.it/1lPK,4
2025-01-09,Mr. Arkadin,1955,https://boxd.it/SZc,4
2025-01-09,The Stranger,1946,https://boxd.it/1DP4,4
2025-01-09,Touch of Evil,1958,https://boxd.it/28II,4
2025-01-12,Four Flies on Grey Velvet,1971,https://boxd.it/1kN4,4
2025-01-12,The Bird with the Crystal Plumage,1970,https://boxd.it/1DDW,4
2025-01-12,Tenebre,1982,https://boxd.it/1mRM,3.5
2025-01-12,Opera,1987,https://boxd.it/1E2M,3.5
2025-01-19,The 40 Year Old Virgin,2005,https://boxd.it/21hK,2.5
2025-01-20,Until the End of the World,1991,https://boxd.it/1WuY,5
2025-01-24,Golem,1980,https://boxd.it/3EiY,2.5
2025-01-24,The War of the Worlds: Next Century,1981,https://boxd.it/5CKq,3
2025-01-27,Juror #2,2024,https://boxd.it/FRwU,4
2025-01-27,The Girl with the Needle,2024,https://boxd.it/KQ3M,5
2025-01-28,Boogie Nights,1997,https://boxd.it/23um,5
2025-01-28,Godland,2022,https://boxd.it/Ag9E,3.5
2025-01-28,Charcoal,2022,https://boxd.it/wVge,4
2025-01-28,Toll,2023,https://boxd.it/yQpO,4
2025-01-28,Motel Destino,2024,https://boxd.it/HXMo,4
2025-01-30,Wife of a Spy,2020,https://boxd.it/pHCc,4
2025-02-02,Dune,1984,https://boxd.it/29tY,3
2025-02-02,The Seed of the Sacred Fig,2024,https://boxd.it/MKo4,4
2025-02-02,Charisma,1999,https://boxd.it/2ogU,4
2025-02-03,Retribution,2006,https://boxd.it/NO4,4
2025-02-03,Tokyo Sonata,2008,https://boxd.it/1ZxQ,3.5
2025-02-04,Martha,1974,https://boxd.it/1Wzu,4
2025-02-24,The Brutalist,2024,https://boxd.it/k4BO,4.5
2025-03-05,"Kill, Baby... Kill!",1966,https://boxd.it/1qnc,3
2025-03-05,Grand Theft Hamlet,2024,https://boxd.it/KUyE,4
